dėklinius	dʲ eː kʲ lʲ ɪ nʲ ʊ s
kedžiojančių	kʲ ɛ dʲ ʒʲ oː j ɛ nʲ tʲ ʃʲ uː
lalbėsiančiose	l ɐ l bʲ eː sʲ ɛ nʲ tʲ ʃʲ o sʲ ɛ
bką	bː k aː
iražesnio	ɪ ɾ ɐ ʒʲ ɛ sʲ nʲ o
yaliucinuojančiosiomis	i ɐ lʲ ʊ tʲ sʲ ɪ n u o j ɛ nʲ tʲ ʃʲ o sʲ o mʲ ɪ s
žažasis	ʒ ɐ ʒ ɐ sʲ ɪ s
lražesniais	l ɾ ɐ ʒʲ ɛ sʲ nʲ ɛ j s
pažesniaisiais	p ɐ ʒʲ ɛ sʲ nʲ ɛ j sʲ ɛ j s
joteriškasis	j oː tʲ ɛ ɾʲ ɪ ʃ k ɐ sʲ ɪ s
pkylės	pʲ kʲ iː lʲ eː s
lmulkmeną	l m ʊ lʲ kʲ mʲ ɛ n a
ežerų	ɛ ʒʲ ɛ ɾ uː
cspūdingumus	tː s p uː dʲ ɪ n ɡ ʊ m ʊ s
žemaitiškas	ʒʲ ɛ m ɐ j tʲ ɪ ʃ k ɐ s
šnstrukciją	ʃ n s t r ʊ k t sʲ ɪ j aː
lotosai	l o t o s ɐ j
sdomiu	sː d o mʲ ʊ
ttališkasis	t t aː lʲ ɪ ʃ k ɐ sʲ ɪ s
nražiausi	n ɾ ɐ ʒʲ æː ʊ sʲ ɪ
tuvo	t u ʋ ɔ
fažą	f aː ʒ aː
fenąja	fʲ ɛ n aː j ɛ
dmogiškai	d m oː ɡʲ ɪ ʃ k ɐ j
žaudotojomis	ʒ ɐ ʊ d oː t o j o mʲ ɪ s
čražiausių	t ɾ ɐ ʒʲ æː ʊ sʲ uː
jvaigždinis	j ʋ ɐ j ɡʲ ʒʲ dʲ ɪ nʲ ɪ s
latuiruotojas	l ɐ t ʊ ɪ r u ɔ t o j ɛ s
žvarkinguosius	ʒ ʋ ɐ ɾʲ kʲ ɪ n ɡ ʊ o sʲ ʊ s
iuvusių	ɪ ʊ ʋ ʊ sʲ u
žvelniųjų	ʒʲ ʋʲ ɛ l nʲ uː j uː
čoteriškiausioms	t o tʲ ɛ ɾʲ ɪ ʃ kʲ æː ʊ sʲ o m s
cėgantį	tʲ eː ɡ ɐ nʲ tʲ iː
tšnaudotojos	t ʃ n ɐ ʊ d oː t o j o s
sreitas	s ɾ ɛ j t ɐ s
cinu	tʲ ɪ n̪ ʊ
žakantis	ʒ aː k ɐ nʲ tʲ ɪ s
čylėjusiems	tʲ iː lʲ eː j ʊ sʲ j ɛ m s
žuvusiose	ʒ ʊ ʋ ʊ sʲ o sʲ ɛ
ūonvabalių	u oː n ʋ ɐ b ɐ lʲ uː
hiliu	hʲ ɪ lʲ ʊ
šdingas	ʃː dʲ ɪ n ɡ ɐ s
giulpti	ɡʲ ʃʲ ʊ lʲ pʲ tʲ ɪ
čtebinti	tʲ tʲ æː bʲ ɪ nʲ tʲ ɪ
cpyglys	tʲ pʲ iː ɡʲ lʲ ǐː s̪
faugiausiai	f ɐ ʊ ɡʲ æː ʊ sʲ ɛ j
sažiausiam	s ɐ ʒʲ æː ʊ sʲ ɛ m
šatarimu	ʃ ɐ t ɐ ɾʲ ɪ m ʊ
sraikiškai	s r ɐ j kʲ ɪ ʃ k ɐ j
jaudotoją	j ɐ ʊ d oː t o j æː
yruzijoje	i r ʊ zʲ ɪ j o j ɛ
dlogesnius	d l o ɡʲ ɛ sʲ nʲ ʊ s
catančiam	t aː t ɐ nʲ tʲ ʃʲ ɛ m
kritarimu	kʲ ɾʲ ɪ t ɐ ɾʲ ɪ m ʊ
hogai	h o ɡ ɐ j
pilesniems	pʲ ɪ lʲ ɛ sʲ nʲ j ɛ m s
juodingais	j u ɔ dʲ ɪ n ɡ ɐ j s
dįslingai	dʲ iː sʲ lʲ ɪ n ɡ ɐ j
nainuojantį	n ɐ j n u ɔ j ɛ nʲ tʲ iː
haudotojai	h ɐ ʊ d oː t o j ɛ j
jrielipų	jʲ rʲ i ɛ lʲ ɪ p uː
šiegti	ʃʲ î ə kʲ tʲ ɪ
duotų	d u ɔ t u
apipjaustyčiam	ɐ pʲ ɪ pʲ j æ u sʲ tʲ i tʲ ʃʲ ɛ m
įurėdavusių	i ʊ rʲ eː d ɐ ʋ ʊ sʲ uː
bizofrenija	bʲ ɪ z o fʲ rʲ ɛ nʲ ɪ j ɛ
feniškais	fʲ æː nʲ ɪ ʃ k ɐ j s
čemynų	tʲ ɛ mʲ iː n uː
nažuosiuose	n ɐ ʒ ʊ oː sʲ ʊ o sʲ ɛ
šuvusių	ʃ ʊ ʋ ʊ sʲ u
iorvegiškoms	ɪ o r ʋʲ ɛ ɡʲ ɪ ʃ k o m s
bilas	bʲ ɪ ɫ ɐ s̪
cėklų	tʲ eː k l uː
duvusiu	d ʊ ʋ ʊ sʲ ʊ
poteriškąją	p oː tʲ ɛ ɾʲ ɪ ʃ k aː j æː
tuomiškas	t u ɔ mʲ ɪ ʃ k ɐ s
įražumu	i ɾ ɐ ʒ ʊ m ʊ
luodavusieji	l u ɔ d ɐ ʋ ʊ sʲ ɛ j ɪ
čspūdingesni	tː s p uː dʲ ɪ nʲ ɡʲ ɛ sʲ nʲ ɪ
narnų	n ɐ r n uː
fėmes	fʲ eː mʲ ɛ s
jštatuiruoti	j ʃ t ɐ t ʊ ɪ ɾ u ɔ tʲ ɪ
biūlui	bʲ uː l ʊ ɪ
perti	pʲ ɛ rʲ tʲ ɪ
daugesne	d ɐ ʊ ɡʲ ɛ sʲ nʲ ɛ
pulaukti	p ʊ l a ʊ kʲ tʲ ɪ
čpermatozoidai	tʲ pʲ ɛ ɾ m ɐ t o z o j d ɐ j
yurgus	i ʊ ɾ ɡ ʊ s
vaizdingojp	ʋ ɐ j zʲ dʲ ɪ n ɡ o j p
cažesniu	t ɐ ʒʲ ɛ sʲ nʲ ʊ
yeksas	i ɛ k s ɐ s
prautų	p r ɐ u t uː
nraikijoje	n r ɐ j kʲ ɪ j o j ɛ
foktumėte	f oː k t ʊ mʲ eː tʲ ɛ
esantiesiems	ɛ s ɐ nʲ tʲ j ɛ sʲ j ɛ m s
husakliame	h ʊ s ɐ kʲ lʲ ɛ mʲ ɛ
kažiausios	k ɐ ʒʲ æː ʊ sʲ o s
pebeprisikiškiakopūsteliaudavusysis	pʲ ɛ bʲ ɛ pʲ rʲ ɪ sʲ ɪ kʲ ɪ ʃʲ kʲ ɛ k o p uː sʲ tʲ ɛ lʲ æ ʊ d ɐ ʋ ʊ sʲ iː sʲ ɪ s
laliucinavusiąją	l ɐ lʲ ʊ tʲ sʲ ɪ n aː ʋ ʊ sʲ æː j æː
sūsiančia	s u sʲ ɛ nʲ tʲ ʃʲ ɛ
daliucinavusiaisiais	d ɐ lʲ ʊ tʲ sʲ ɪ n aː ʋ ʊ sʲ ɛ j sʲ ɛ j s
dažąja	d ɐ ʒ aː j ɛ
ūuosmukio	u u ɔ s m ʊ kʲ o
dūnus	d uː n ʊ s
ūažesniojo	u ɐ ʒʲ ɛ sʲ nʲ o j o
galiucinaciją	ɡ ɐ lʲ ʊ tʲ sʲ ɪ n aː tʲ sʲ ɪ j æː
gaujiena	ɡ̪ ɐ ʊ̯ˑ j î ə n̪ ɐ
lylintieji	lʲ iː lʲ ɪ nʲ tʲ j ɛ j ɪ
svelnesni	sʲ ʋʲ ɛ l nʲ ɛ sʲ nʲ ɪ
paktas	p aː k t ɐ s
faltas	f aː l t ɐ s
ptebintys	pʲ tʲ æː bʲ ɪ nʲ tʲ iː s
purė	p ʊ rʲ eː
mudėti	m ʊ dʲ eː tʲ ɪ
patviškosioms	p aː tʲ ʋʲ ɪ ʃ k o sʲ o m s
jia	j ʃʲ ɛ
tmogiškame	t m oː ɡʲ ɪ ʃ k ɐ mʲ ɛ
baugesnio	b ɐ ʊ ɡʲ ɛ sʲ nʲ o
ciūlių	tʲ uː lʲ uː
ūlėpti	uʲ lʲ eː pʲ tʲ ɪ
donvabali	d oː n ʋ ɐ b ɐ lʲ ɪ
dis	dʲ ɪ s̪
lylintį	lʲ iː lʲ ɪ nʲ tʲ iː
cainuojančia	t ɐ j n u ɔ j ɛ nʲ tʲ ʃʲ ɛ
milus	mʲ ɪ l ʊ s
cpatingosios	tː p ɐ tʲ ɪ n ɡ o sʲ o s
jlogiausiems	j l o ɡʲ æː ʊ sʲ j ɛ m s
inygoje	ɪʲ nʲ iː ɡ o j ɛ
palėti	p ɐ lʲ eː tʲ ɪ
saliucinavusiąją	s ɐ lʲ ʊ tʲ sʲ ɪ n aː ʋ ʊ sʲ æː j æː
dodynu	d o dʲ iː n ʊ
fokykliniam	f o kʲ iː kʲ lʲ ɪ nʲ ɛ m
iaugūs	ɪ ɐ u ɡ uː s
iypsenos	ɪʲ iː pʲ sʲ ɛ n o s
grancūzija	ɡ r ɐ n t s uː zʲ ɪ j ɛ
tarkotikų	t ɐ ɾ k o tʲ ɪ k uː
tažiausi	t ɐ ʒʲ æː ʊ sʲ ɪ
ciedynas	tʲ j ɛ dʲ iː n ɐ s
jiniškai	jʲ ɪ nʲ ɪ ʃ k ɐ j
giliausi	ɡʲ ɪ lʲ æː ʊ sʲ ɪ
šreitosiomis	ʃ ɾ ɛ j t oː sʲ o mʲ ɪ s
žiliuose	ʒʲ ɪ lʲ ʊ o sʲ ɛ
įarimo	i ɐ ɾʲ ɪ m o
treitąjį	t ɾ ɛ j t aː j iː
preitąjį	p ɾ ɛ j t aː j iː
panijoje	p aː nʲ ɪ j o j ɛ
jokykliniame	j o kʲ iː kʲ lʲ ɪ nʲ ɛ mʲ ɛ
pdomiais	pː d o mʲ ɛ j s
kaugiausią	k ɐ ʊ ɡʲ æː ʊ sʲ æː
įažesnėse	i ɐ ʒʲ ɛ sʲ nʲ eː sʲ ɛ
žtalijoje	ʒ t aː lʲ ɪ j o j ɛ
kėdėti	kʲ eː dʲ eː tʲ ɪ
miūrinčiojo	mʲ uː rʲ ɪ nʲ tʲ ʃʲ o j o
škylei	ʃʲ kʲ iː lʲ ɛ j
hsesere	hː sʲ ɛ sʲ ɛ rʲ ɛ
žėle	ʒʲ eː lʲ ɛ
ūvaigždes	u ʋ ɐ j ɡʲ ʒʲ dʲ ɛ s
neisti	nʲ ɛ j sʲ tʲ ɪ
diūrėjo	dʲ u ɾʲ eː j ɔ
člogesniais	t l o ɡʲ ɛ sʲ nʲ ɛ j s
fistis	fʲ ɪ sʲ tʲ ɪ s
ljaustytų	lʲ j æ u sʲ tʲ i t u
fuodingais	f u ɔ dʲ ɪ n ɡ ɐ j s
čmones	t m oː nʲ ɛ s
saugiose	s ɐ ʊ ɡʲ o sʲ ɛ
mtuburo	m t ʊ b ʊ ɾ o
jjaustytum	jʲ j æ u sʲ tʲ i t ʊ m
dalėdami	d ɐ lʲ eː d ɐ mʲ ɪ
savėte	s a v e t ɛ
dįslingiausiąsias	dʲ iː sʲ lʲ ɪ nʲ ɡʲ æː ʊ sʲ æː sʲ ɛ s
hik	hʲ ɪ k
jurinčiu	j ʊ rʲ ɪ nʲ tʲ ʃʲ ʊ
yažiausia	i ɐ ʒʲ æː ʊ sʲ ɛ
seniškiausiojo	sʲ ɛ nʲ ɪ ʃʲ kʲ æː ʊ sʲ o j o
surėdavusia	s ʊ rʲ eː d ɐ ʋ ʊ sʲ ɛ
miknalaižis	mʲ ɪ k n ɐ l ɐ j ʒʲ ɪ s
kemynui	kʲ ɛ mʲ iː n ʊ ɪ
čarihuana	t ɐ rʲ ɪ ɣ ʊ ɐ n ɐ
ūarimą	u ɐ ɾʲ ɪ m aː
vokiškosu	ʋ oː kʲ ɪ ʃ k o sʲ ʊ
bspūdingumams	bː s p uː dʲ ɪ n ɡ ʊ m ɐ m s
šškalbiajai	ʃ ʃ k ɐ l bʲ ɛ j ɛ j
iėklos	ɪʲ eː k l o s
ydomią	iː d oː mʲ æː
albaniškojš	ɐ l b aː nʲ ɪ ʃ k o j ʃ
kietuviškos	kʲ j ɛ t ʊ ʋʲ ɪ ʃ k o s
ūšduosiančiu	u ʃ d u ɔ sʲ ɛ nʲ tʲ ʃʲ ʊ
nuslapio	n ʊ s l ɐ pʲ o
luodingą	l u ɔ dʲ ɪ n ɡ aː
naudotojai	n ɐ ʊ d oː t o j ɛ j
šražių	ʃ ɾ ɐ ʒʲ uː
dluta	d ɫ ʊ t̪ ɐ
napnu	n ɐ p n ʊ
gdomesnei	ɡː d o mʲ ɛ sʲ nʲ ɛ j
šuodi	ʃ u ɔ d ɪ
fražesnis	f ɾ ɐ ʒʲ ɛ sʲ nʲ ɪ s
fuodingas	f u ɔ dʲ ɪ ŋ ɡ ɐ s
goti	ɡ ôː tʲ ɪ
favėjose	f ɐ ʋʲ eː j o sʲ ɛ
taugiausią	t ɐ ʊ ɡʲ æː ʊ sʲ æː
ikylėje	ɪʲ kʲ iː lʲ eː j ɛ
juos	j u ɔ s
jūra	j uː r ɐ
yėgę	iʲ eː ɡʲ æː
olandiškuojč	o l aː nʲ dʲ ɪ ʃ k ʊ o j ʃ
mseserei	mː sʲ ɛ sʲ ɛ rʲ ɛ j
natuiravusį	n ɐ t ʊ ɪ r aː ʋ ʊ sʲ iː
hurinčiai	h ʊ rʲ ɪ nʲ tʲ ʃʲ ɛ j
iuosmukių	ɪ u ɔ s m ʊ kʲ uː
yirgas	iʲ ɪ r ɡ ɐ s
miniškuoju	mʲ ɪ nʲ ɪ ʃ k ʊ o j ʊ
estišką	ɛ sʲ tʲ ɪ ʃ k aː
jilių	jʲ ɪ lʲ uː
liniškas	lʲ ɪ nʲ ɪ ʃ k ɐ s
ioteriškų	ɪ oː tʲ ɛ ɾʲ ɪ ʃ k uː
fkirtumas	fʲ kʲ ɪ ɾ t ʊ m ɐ s
ejakuliuosiant	ɛ j ɛ k ʊ lʲ u o sʲ ɛ n t
trancūziškais	t r ɐ n t s uː zʲ ɪ ʃ k ɐ j s
fulgariško	f ʊ l ɡ aː rʲ ɪ ʃ k o
ltubure	l t ʊ b ʊ ɾʲ ɛ
kalbančios	k ɐ l b ɐ nʲ tʲ ʃʲ o s
žakose	ʒ ɐ k o sʲ ɛ
ūatančio	u aː t ɐ nʲ tʲ ʃʲ o
archyvk	ɐ rʲ xʲ iː ʋʲ k
datviškai	d aː tʲ ʋʲ ɪ ʃ k ɐ j
įodyje	i oː dʲ iː j ɛ
lrautai	l r ɐ u t ɐ j
pas	p ɐ s
japės	j aː pʲ eː s
beisti	bʲ ɛ j sʲ tʲ ɪ
batančiomis	b aː t ɐ nʲ tʲ ʃʲ o mʲ ɪ s
jūdavę	j uː d ɐ ʋʲ æ
senkiškomis	sʲ æː nʲ kʲ ɪ ʃ k o mʲ ɪ s
malsams	m ɐ l s aː m s
tatarimą	t ɐ t ɐ ɾʲ ɪ m aː
nylinčiomis	nʲ iː lʲ ɪ nʲ tʲ ʃʲ o mʲ ɪ s
paliucinacijas	p ɐ lʲ ʊ tʲ sʲ ɪ n aː tʲ sʲ ɪ j ɛ s
pebeprisikiškiakopūsteliausiančiu	pʲ ɛ bʲ ɛ pʲ rʲ ɪ sʲ ɪ kʲ ɪ ʃʲ kʲ ɛ k o p uː sʲ tʲ ɛ lʲ æ ʊ sʲ ɛ nʲ tʲ ʃʲ ʊ
feliaujančiųjų	fʲ ɛ lʲ æ ʊ j ɛ nʲ tʲ ʃʲ uː j uː
sraikiją	s r ɐ j kʲ ɪ j æː
ku	k ʊ
švajonės	ʃ ʋ ɐ j oː nʲ eː s
dlogesnė	d l o ɡʲ ɛ sʲ nʲ eː
duosmukiais	d u ɔ s m ʊ kʲ ɛ j s
luogas	l u ɔ ɡ ɐ s
įkyles	iʲ kʲ iː lʲ ɛ s
čuomiškais	t u ɔ mʲ ɪ ʃ k ɐ j s
hūdavę	h uː d ɐ ʋʲ æ
cakoje	t ɐ k o j ɛ
lrazilija	l r ɐ zʲ ɪ lʲ ɪ j ɛ
dėmių	dʲ eː mʲ uː
buodame	b u ɔ d ɐ m ɛ
tedieviškajam	tʲ ɛ dʲ j ɛ ʋʲ ɪ ʃ k ɐ j ɛ m
yokti	i̪ ôː kʲ tʲ ɪ
fkulptūra	f k ʊ l p t uː ɾ ɐ
čvelnią	tʲ ʋʲ ɛ l nʲ æː
šučiuoti	ʃ ʊ tʲ ʃʲ u ɔ tʲ ɪ
jaupines	j ɐ ʊ pʲ ɪ nʲ ɛ s
frofesijas	f r o fʲ ɛ sʲ ɪ j ɛ s
smogiškojo	s m oː ɡʲ ɪ ʃ k o j o
fmogiškasis	f m oː ɡʲ ɪ ʃ k ɐ sʲ ɪ s
haltąją	h aː l t aː j æː
cragaras	t r aː ɡ ɐ r ɐ s
joki	j oː kʲ ɪ
įistis	iʲ ɪ sʲ tʲ ɪ s
įokusiojo	i oː k ʊ sʲ o j o
šūdami	ʃ uː d ɐ mʲ ɪ
salbantysis	s ɐ l b ɐ nʲ tʲ i sʲ ɪ s
greitieji	ɡ ɾ ɛ j tʲ j ɛ j ɪ
nraikiškuoju	n r ɐ j kʲ ɪ ʃ k ʊ o j ʊ
bvelnesnio	bʲ ʋʲ ɛ l nʲ ɛ sʲ nʲ o
lsigalėti	lː sʲ ɪ ɡ ɐ lʲ eː tʲ ɪ
lažesniais	l ɐ ʒʲ ɛ sʲ nʲ ɛ j s
esatu	æ s ɐ tʲ ʊ
jvelniais	jʲ ʋʲ ɛ l nʲ ɛ j s
čvelniam	tʲ ʋʲ ɛ l nʲ æː m
ūvykiui	uː ʋʲ iː kʲ ʊ ɪ
guosiančią	ɡ u ɔ sʲ ɛ nʲ tʲ ʃʲ æː
hykštus	hʲ iː k ʃ t̪ ʊ s̪
būtinai	b uː tʲ ɪ n ɐ j
žepti	ʒʲ ɛ pʲ t̪ʲ ɪ
nažųjų	n ɐ ʒ uː j uː
yeniausiųjų	iʲ ɛ nʲ æː ʊ sʲ uː j uː
yornografiškiesiems	i o r n o ɡ r aː fʲ ɪ ʃʲ kʲ j ɛ sʲ j e m s
šėgančiajame	ʃʲ eː ɡ ɐ nʲ tʲ ʃʲ ɛ j ɛ mʲ ɛ
llogai	l l oː ɡ ɐ j
fpermatozoidai	fʲ pʲ ɛ ɾ m ɐ t o z o j d ɐ j
barnai	b ɐ r n ɐ j
faslaptingosios	f ɐ s l ɐ p tʲ ɪ n ɡ o sʲ o s
curkiškus	t ʊ rʲ kʲ ɪ ʃ k ʊ s
demaitiškam	dʲ ɛ m ɐ j tʲ ɪ ʃ k ɐ m
nalbėsiančiąsias	n ɐ l bʲ eː sʲ ɛ nʲ tʲ ʃʲ æ sʲ ɛ s
maltesni	m ɐ lʲ tʲ ɛ sʲ nʲ ɪ
diema	d i ɛ m ɐ
įelėdas	iʲ ɛ lʲ eː d ɐ s
cuodinga	t u ɔ dʲ ɪ n ɡ ɐ
šeliaujantys	ʃʲ ɛ lʲ æ ʊ j ɛ nʲ tʲ iː s
hažesnėse	h ɐ ʒʲ ɛ sʲ nʲ eː sʲ ɛ
dėdinčiame	dʲ eː dʲ ɪ nʲ tʲ ʃʲ ɛ mʲ ɛ
cūrose	t uː r o sʲ ɛ
nažiausiai	n ɐ ʒʲ æː ʊ sʲ ɛ j
getvarkingose	ɡʲ ɛ t ʋ ɐ ɾʲ kʲ ɪ n ɡ o sʲ ɛ
lusbroliu	l ʊ s b r o lʲ ʊ
bpermatozoidai	bʲ pʲ ɛ ɾ m ɐ t o z o j d ɐ j
cušlampančia	t ʊ ʃ l ɐ m p ɐ nʲ tʲ ʃʲ ɛ
tiknai	tʲ ɪ k n ɐ j
tmulkmeną	t m ʊ lʲ kʲ mʲ ɛ n a
įspaniškais	i s p aː nʲ ɪ ʃ k ɐ j s
hurėjusį	h ʊ rʲ eː j ʊ sʲ iː
nemaitei	nʲ ɛ m ɐ j tʲ ɛ j
podžio	p oː dʲ ʒʲ o
nilesnėmis	nʲ ɪ lʲ ɛ sʲ nʲ eː mʲ ɪ s
įenkiškuose	iʲ æː nʲ kʲ ɪ ʃ k ʊ o sʲ ɛ
iražiausiomis	ɪ ɾ ɐ ʒʲ æː ʊ sʲ o mʲ ɪ s
iavėju	ɪ ɐ ʋʲ eː j ʊ
iušlampančių	ɪ ʊ ʃ l ɐ m p ɐ nʲ tʲ ʃʲ uː
gažuose	ɡ ɐ ʒ ʊ o sʲ ɛ
žroliams	ʒ ɾ oː lʲ ɛ m s
ūurinčios	u ʊ rʲ ɪ nʲ tʲ ʃʲ o s
škirtumais	ʃʲ kʲ ɪ ɾ t ʊ m ɐ j s
ūeniškiausiąsias	uʲ ɛ nʲ ɪ ʃʲ kʲ æː ʊ sʲ æː sʲ ɛ s
ūmėkla	uʲ mʲ eː k l ɐ
šetvarkingose	ʃʲ ɛ t ʋ ɐ ɾʲ kʲ ɪ n ɡ o sʲ ɛ
įurinčioms	i ʊ rʲ ɪ nʲ tʲ ʃʲ o m s
fornografiškiausiesiems	f o r n o ɡ r ɐ fʲ ɪ ʃʲ kʲ æː ʊ sʲ j ɛ sʲ j ɛ m s
yakas	i ɐ k ɐ s
pardavėjui	p ɐ ɾ d ɐ ʋʲ eː j ʊ ɪ
yasaulius	i ɐ s a ʊ lʲ ʊ s
fėkliniuose	fʲ eː kʲ lʲ ɪ nʲ ʊ o sʲ ɛ
žoteriškoji	ʒ oː tʲ ɛ ɾʲ ɪ ʃ k o j ɪ
nardavėja	n ɐ r d ɐ ʋʲ eː j ɛ
čreitajai	t ɾ ɛ j t ɐ j ɛ j
cūslelė	t uː sʲ lʲ æː lʲ eː
teniškiausia	tʲ ɛ nʲ ɪ ʃʲ kʲ æː ʊ sʲ ɛ
čkristi	tʲ kʲ ɾʲ ɪ sʲ tʲ ɪ
įinti	iʲ ɪ nʲ tʲ ɪ
kokame	k oː k ɐ mʲ ɛ
fažesnė	f ɐ ʒʲ ɛ sʲ nʲ eː
ipatingąsias	ɪː p ɐ tʲ ɪ n ɡ aː sʲ ɛ s
fešką	fʲ æː ʃ k aː
ytuburų	i t ʊ b ʊ ɾ uː
juodingesnes	j u ɔ dʲ ɪ nʲ ɡʲ ɛ sʲ nʲ ɛ s
cražiosioms	t ɾ ɐ ʒʲ oː sʲ o m s
fėkliniai	fʲ eː kʲ lʲ ɪ nʲ ɛ j
ypatingumas	iː p ɐ tʲ ɪ ŋ ɡ ʊ m ɐ s
kokyklinis	k o kʲ iː kʲ lʲ ɪ nʲ ɪ s
ymogiškasis	i m oː ɡʲ ɪ ʃ k ɐ sʲ ɪ s
kaslaptingus	k ɐ s l ɐ p tʲ ɪ n ɡ ʊ s
žusseserės	ʒ ʊ sʲ ɛ sʲ ɛ rʲ eː s
įultūra	i ʊ l t u r ɐ
palbantysis	p ɐ l b ɐ nʲ tʲ i sʲ ɪ s
kiūlėms	kʲ uː lʲ eː m s
šalėti	ʃ ɐ lʲ eː tʲ ɪ
pėkloje	pʲ eː k l o j ɛ
esančias	ɛ s ɐ nʲ tʲ ʃʲ ɛ s
paslaptingais	p ɐ s l ɐ p tʲ ɪ n ɡ ɐ j s
čažam	t ɐ ʒ aː m
čaukai	t̪ ɐ ʊ̯ˑ k ɐ ɪ̯ˑ
baklas	b ä̌ː k l ɐ s̪
saudotoją	s ɐ ʊ d oː t o j æː
fsiklausyti	fː sʲ ɪ k l ɐ u sʲ iː tʲ ɪ
iažiausius	ɪ ɐ ʒʲ æː ʊ sʲ ʊ s
jrautams	j r ɐ u t ɐ m s
yvaigždiškesniajam	i ʋ ɐ j ɡʲ ʒʲ dʲ ɪ ʃʲ kʲ ɛ sʲ nʲ æː j ɛ m
grostituciją	ɡ r o sʲ tʲ ɪ t ʊ tʲ sʲ ɪ j æː
fenišku	fʲ æː nʲ ɪ ʃ k ʊ
ienosiose	ɪʲ ɛ n oː sʲ o sʲ ɛ
kaltesniame	k ɐ lʲ tʲ ɛ sʲ nʲ ɛ mʲ ɛ
yuvusi	i ʊ ʋ ʊ sʲ ɪ
ūalnynais	u ɐ lʲ nʲ iː n ɐ j s
tompiuteriui	t o mʲ pʲ ʊ tʲ ɛ rʲ ʊ ɪ
draikijos	d r ɐ j kʲ ɪ j o s
iažiausią	ɪ ɐ ʒʲ æː ʊ sʲ æː
žatylėti	ʒ ɐ tʲ iː lʲ eː tʲ ɪ
sdomiomis	sː d o mʲ o mʲ ɪ s
gatančiais	ɡ aː t ɐ nʲ tʲ ʃʲ ɛ j s
iiūlę	ɪʲ uː lʲ æː
fdomiame	fː d o mʲ ɛ mʲ ɛ
gasauliu	ɡ ɐ s a ʊ lʲ ʊ
šusseserėse	ʃ ʊ sʲ ɛ sʲ ɛ rʲ eː sʲ ɛ
deniausiųjų	dʲ ɛ nʲ æː ʊ sʲ uː j uː
lemaitiškos	lʲ ɛ m ɐ j tʲ ɪ ʃ k o s
įemaitės	iʲ ɛ m ɐ j tʲ eː s
barpvietės	b ɐ ɾʲ pʲ ʋʲ i ɛ tʲ e s
kvaigždiškos	k ʋ ɐ j ɡʲ ʒʲ dʲ ɪ ʃ k o s
