βαγκώσει	v a ŋ ɡ o s i
ίπελπισμένα	i p e l p i z m e n a
ηιλολογίες	i i l o l o ʝ i e s
λμ	l m
τλικιωμένους	t l i c i o m e n u s
γύροζ	ʝ i r o z
άγορών	a ɣ o r o n
ώεισμένος	o i z m e n o s
εκπέμπϊ	e k p e m b i
ίεριοδικών	i e r i o ð i k o n
ίγουμένων	i ɣ u m e n o n
κυνηγημένα	c i n i ʝ i m e n a
ἀυμπεριφορά	a i m b e ɾ i f o ɾ a
ζναγνωρισμένους	z n a ɣ n o r i z m e n u s
βγοράζω	v ɣ o ɾ a z o
φποδείχθηκε	f p o ð i x θ i c e
θποσείομε	θ p o s i o m e
μπούρδπ	b u ɾ ð p
ψοντάρω	p o n d a r o
σουλί	s u l i
στριμμένης	s t ɾ i m e n i s
έπλευση	e p l e f s i
δύργο	ð i r ɣ o
μπαρκάρισῶ	b a ɾ k a ɾ i s o
δθικότητα	ð θ i k o t i t a
φεχτεί	f e x t i
κόκκινηά	k o c i n i a
γονυπετέχ	ɣ o n i p e t e x
μαζικού	m a z i c u
σόνος	s o n o s
καλύπτουμξ	k a l i p t u m x
θποδέχομαι	θ p o ð e x o m e
εξοπλισμένί	e k s o p l i z m e n i
άνεφοδιάζω	a n e f o ð i a z o
μάζευβ	m a z e v v
ήατέρας	i a t e r a s
ίνασκαφείς	i n a s k a f i s
άταλική	a t a l i k i
ίαραπέμπουμε	i a ɾ a p e m b u m e
ζσχυρίζομαι	z s ç i ɾ i z o m e
βτέρησης	v t e ɾ i s i s
ἐιμή	e i m i
υηφίζομαι	i s i f i z o m e
ποδοσφαιριστής	p o ð o s f e ɾ i s t i s
γενεάχ	ʝ e n e a x
δγορών	ð ɣ o r o n
ώμουν	o m u n
άλίνθους	a l i n θ u s
εβδομήκοντς	e v ð o m i k o n d s
αίσθησξ	ɛ s θ i s x
δνακοινώνω	ð n a c i n o n o
υάλλεται	i a l e t e
ππέχθεια	p p e x θ i a
ώμβούργο	o ɱ v u r ɣ o
ίλίψη	i l i p s i
βερουσαλήμ	v e ɾ u s a l i m
κατρουλιε	k a t ɾ u ʎ e
κόλλησά	k o l i s a
μαζικότερεή	m a z i k o t e r e i
μύκονοϊ	m i k o n o i
ήτηθοσκόπιο	i t i θ ɔ s k ɔ p j ɔ
ζωρού	z o ɾ u
κέρκυρμ	c e r c i r m
ιύνουν	i i n u n
τροσπαθώντας	t ɾ o s p a θ o n d a s
ήτενοχωρημένοι	i t e n o x o r i m e n i
ύελτιώσεις	i e l t i o s i s
χρονολογίεά	x r o n o l o ʝ i e a
μυτιλήνί	m i t i l i n i
ηριμος	i ɾ i m o s
κοιτίδς	c i t i ð s
φσέβειες	f s e v i e s
ααρασκευάζω	a a ɾ a s c e v a z o
παρκάριζε	p a ɾ k a ɾ i z e
γένναύ	ʝ e n a u
ώροέρχομαι	o r o e r x o m e
ηύλο	i s i l o
βούλι	v u l i
ίροηγούμενους	i r o i ɣ u m e n u s
μαγικόα	m a ʝ i k o a
ἀίνομε	a i n o m e
δτενοχωρημένες	ð t e n o x o r i m e n e s
καραπουτάνύ	k a r a p u t a n u
εισαγγελέαά	i s a ŋ ɟ e l e a a
ιρέπουμε	i ɾ e p u m e
ψπασχολημένα	p p a s x o l i m e n a
είχατε	i x a t e
ίπολογιστικές	i p o l o ʝ i s t i c e s
κουρελιάστηκί	k u ɾ e ʎ a s t i k i
πυνοδοί	p i n o ð i
ουλς	u l s
ώσχυρισμός	o s ç i ɾ i z m o s
ευθέωί	e f θ e o i
υγανακτισμένων	i ɣ a n a k t i z m e n o n
άγέρθη	a ʝ e ɾ θ i
μαζική	m a z i c i
μαστίζζ	m a s t i z z
ήημήτριος	i i m i t ɾ i o s
ζολιοφθορά	z o ʎ o f o ɾ a
νωθρόθ	n o θ ɾ o θ
σρήκαμε	s ɾ i k a m e
βλατισμένα	v l a t i z m e n a
βμοργέ	v m o ɾ ʝ e
βνακατεύω	v n a k a t e v o
τνακρούουμε	t n a k r u u m e
κλώσσς	k l o s s
κωστήν	k o s t i n
ππολογίζουμε	p p o l o ʝ i z u m e
άετρακόσια	a e t ɾ a k o s ç a
όλισβος	ɔ l i z v ɔ s
ελευθερουδάκηζ	e l e f θ e r u ð a c i z
τερασμένων	t e r a z m e n o n
ταρελθούσης	t a r e l θ u s i s
τηλαδή	t i l a ð i
ηεριορισμένος	i e ɾ i o ɾ i z m e n o s
ίγγλία	i ŋ ɡ l i a
γέννεά	ʝ e n e a
ἐροέρχομαι	e r o e r x o m e
τυγκίνηση	t i ŋ ɟ i n i s i
έζησαη	e z i s a i
δπολογιστικές	ð p o l o ʝ i s t i c e s
γένναμ	ʝ e n a m
ἀπεδείχθησαν	a p e ð i x θ i s a n
επιτράπηκε	e p i t ɾ a p i c e
ἐορπίλη	e o ɾ p i l i
κάλυψπ	k a l i p s p
άλησίασα	a l i s i a s a
μέρί	m e̞ r i
ήπαγορεύσεις	i p a ɣ o ɾ e f s i s
ἀαχυφαγείο	a a ç i f a ʝ i o
ηροφτάνω	i ɾ ɔ f t a n o
χορεύουμλ	x o ɾ e v u m l
ζκαδημία	z k a ð i m i a
δύνουμε	ð i n u m e
καπνίζουμβ	k a p n i z u m v
λυγγραφής	l i ŋ ɣ r a f i s
κουραστικοβ	k u r a s t i k v
ἀπολογιστικές	a p o l o ʝ i s t i c e s
τταγόνα	t t a ɣ o n a
ήωπαίνω	i o p e n o
ιιτάνες	i i t a n e s
άπελπισμένη	a p e l p i z m e n i
θείχνω	θ i x n o
επείγωέ	e p i ɣ o e
ωυγκινημένα	o i ŋ ɟ i n i m e n a
λυμώνω	l i m o n o
ώκονίζομαι	o k o n i z o m e
ξπογοητεύτηκα	k p o ɣ o i t e f t i k a
ηέγεις	i e ʝ i s
ττέλιος	t t e ʎ o s
θίκυ	θ i c i
ηνάποδος	i n a p o ð o s
ψμφιλεγόμενους	p ɱ f i l e ɣ o m e n u s
πναστεναγμός	p n a s t e n a ɣ m o s
χαρτξ	x a ɾ t x
βναζωογονώ	v n a z o o ɣ o n o
ζπομονωμένους	z p o m o n o m e n u s
φρον	f r o n
ήιοθετούμε	i o θ e t u m e
έλκουμό	e l k u m o
κουραστικομ	k u r a s t i c m
βάρισα	v a r i s a
ύνθρωπεύτηκα	i n θ ɾ o p e f t i k a
καταβάλλουμζ	k a t a v a l u m z
καβάλζ	k a v a l z
θναβαθμολογήσεις	θ n a v a θ m o l o ʝ i s i s
κλαίζ	k l e z
κούνιξ	k u ɲ x
εμπορίν	e m b o r i n
υοδάρι	i o ð a ɾ i
έωε	e o e
επικρατώ	e p i k r a t o
θευκά	θ e f k a
άειθόμενη	a i θ o m e n i
θγάζω	θ ɣ a z o
δαντάστηκα	ð a n d a s t i k a
χίοζ	ç i o z
ἐιροσκί	e i r o s k i
ίηλαδή	i i l a ð i
εκπληκτικό	e k p l i k t i k o
ηαράξενα	i a ɾ a k s e n a
γιατρεύζ	ʝ a t ɾ e v z
κοριτσιώω	k o ɾ i t s ç o o
κούνιθ	k u ɲ θ
ζρωταγωνιστών	z ɾ o t a ɣ o n i s t o n
ξέρνομαι	k e r n o m e
γιατς	ʝ a t s
έφτιαξώ	e f t ç a k s o
υναλογίζομαι	i n a l o ʝ i z o m e
οριστικω	o ɾ i s t i k o
ίνακαλώ	i n a k a l o
ίασίλισσα	i a s i l i s a
ήώρα	i o ɾ a
νερῶ	n e r o
συπόλυτος	s s i p o l i t o s
ίύουν	i i u n
ρετσίνα	ɾ e t s i n a
ίπ	i p
ευχη	e f ç i
ἀπέλυσα	a p e l i s a
λι	l s i
ααντούρι	a a n d u r i
ζάφροι	z a f r i
μαζέψτό	m a z e p s t o
δπέβαλα	ð p e v a l a
επαρχίά	e p a ɾ ç i a
γρεβενέ	ɣ ɾ e v e n e
υημάδεψα	i i m a ð e p s a
ξοιήσεως	k i i s e o s
μπαρκάριζῶ	b a ɾ k a ɾ i z o
ψυνεχίζω	p i n e ç i z o
ἀλυσοδεμένοι	a l i s o ð e m e n i
κοινόπ	c i n o p
ώέχτηκα	o e x t i k a
κάνονταμ	k a n o n d a m
λων	l o n
χτικιη	x t i c i
ηαλαίπωρος	i a l e p o ɾ o s
άημοκρατία	a i m o k r a t i a
ξτρατοπέδου	k t ɾ a t o p e ð u
βκουσες	v k u s e s
βτάλαντος	v t a l a n d o s
βποκλείετε	v p o k l i e t e
ωιημείφθησαν	o i i m i f θ i s a n
ήακωνία	i a k o n i a
ζρομαγμένη	z ɾ o m a ɣ m e n i
ἐερμοκρασία	e ɛ ɾ m ɔ k ɾ a s i a
καταλύθηκα	k a t a l i θ i k a
αεθαμένο	a e θ a m e n o
γιορτάζουμχ	ʝ o ɾ t a z u m x
καταλύουμώ	k a t a l i u m o
άένια	a s e ɲ a
έγινθ	e ʝ i n θ
ηλατισμένης	i l a t i z m e n i s
εγερθήκας	e ʝ e ɾ θ i k a s
επαρχίεν	e p a ɾ ç i e n
στρατόπεδα	s t ɾ a t o p e ð a
ίιαδοχή	i ʝ a ð o ç i
κουρελιάστηκς	k u ɾ e ʎ a s t i k s
ψημαρχεία	p i m a ɾ ç i a
ίορολογία	i o ɾ o l o ʝ i a
ύωάννα	i o a n a
ύλερτάρω	i l e r t a r o
ήυθισμένο	i i θ i z m e n o
αημειωθήκαν	a i m i o θ i k a n
ήνέω	i n e o
ψλευρωμένες	p l e v r o m e n e s
ύυριζαίος	i i ɾ i z e o s
κάνονταε	k a n o n d a e
μάζεψή	m a z e p s i
αεροδρόμιο	a e ɾ o ð ɾ o m i o
γένοώ	ʝ e̞ n o̞ o
είχαώ	i x a o
φυπημένους	f i p i m e n u s
ξμβούργο	k ɱ v u r ɣ o
ἀέροντας	a s e ɾ o n d a s
τφυρί	t f i r i
χίουμ	ç i u m
ἀλώνι	a l o n i
έκτοποχ	e k t o p o x
εκπληκτικλ	e k p l i k t i k l
μπανιέρχ	b a ɲ e ɾ x
εξοπλισμένεη	e k s o p l i z m e n e i
γενεέώ	ʝ e n e e o
μοναρχώώ	m o n a r x o o
ύωάννινα	i o a n i n a
κτήματῶ	k t i m a t o
τπερτροφία	t p e ɾ t ɾ o f i a
άηφιακός	a s i f i a k o s
ιμφιθέατρο	i m f i θ e a t ɾ o
ρόγν	r o ɣ n
επαρχίαό	e p a ɾ ç i a o
βοφότερο	v o f o t e ɾ o
άρεισήμισι	a ɾ i s i m i s i
ζλάνα	z l a n a
καθισμένμ	k a θ i z m e n m
αέρνω	a e ɾ n o
δποκέντρωση	ð p o c e n d ɾ o s i
φναμαλλιασμένε	f n a m a ʎ a z m e n e
θελευταίος	θ e l e f t e o s
ονομάστηκς	o n o m a s t i k s
ἀαναγιώτατος	a a n a ʝ i o t a t o s
κουρασμένωκ	k u r a z m e n o k
δρελοκομείο	ð ɾ e l o k o m i o
ιλερτάκι	i l e ɾ t a c i
νήστεψύ	n i s t e p s u
ονομάζλ	o n o m a z l
επαρκείά	e p a ɾ c i a
ώραγε	o ɾ a ʝ e
μαζικώ	m a z i c o
κυνηγημένοπ	c i n i ʝ i m e n o p
ήωνάρα	i o n a ɾ a
αμφιλεγόμενη	a ɱ f i l e ɣ o m e n i
ψωτογραφία	p o t o ɣ r a f i a
στάζω	s t a z o
ήαιριάζω	i e r ʝ a z o
χάνξ	x a n x
θατάω	θ a t a o
άγγουριού	a ŋ ɡ u ɾ ʝ u
μαζικμ	m a z i k m
ωταλικό	o t a l i k o
ύράμα	i r a m a
ωλοίο	o l i ɔ
ώείχνω	o i x n o
κλώσσα	k l o s a
τωρών	t o ɾ o n
εξοπλισμένθ	e k s o p l i z m e n θ
ἐερασμένοι	e e r a z m e n i
μαγικόϊ	m a ʝ i k o i
εγκαταλείψειθ	e ŋ ɡ a t a l i p s i θ
ιεριεπλάκησαν	i e ɾ i e p l a c i s a n
μαλάκῶ	m a l a k o
ντουμπλάρισύ	d u b l a ɾ i s u
ντελιβεράώ	d e l i v e r a o
ίυροκόμος	i i ɾ o k o m o s
φναστρέφομε	f n a s t ɾ e f o m e
άντιπαραβάλλω	a n d i p a ɾ a v a l o
γύρεψξ	ʝ i ɾ e p s x
ευρίσκη	e v ɾ i s k i
ήγάμητος	i ɣ a m i t o s
χαζομάρς	x a z o m a ɾ s
έγνοιχ	e ɣ ɲ x
μέρέ	m e̞ r e
ζεθαμένα	z e θ a m e n a
ώκάνδαλο	o k a n ð a l o
μαρκάριζή	m a ɾ k a ɾ i z i
φτειμμένους	f t i m e n u s
βυνοδούς	v i n o ð u s
ύορπίλη	i o ɾ p i l i
καριόληϊ	k a ɾ ʝ o l i i
ιυλλέκτης	i i l e k t i s
τγαπημένη	t ɣ a p i m e n i
ίύο	i i o
ωκυρώνω	o c i ɾ o n o
ίδίως	i ð i o s
ηρεζόνι	i ɾ e z o n i
ώυγγράφομαι	o i ŋ ɣ r a f o m e
ίποκαλύψεις	i p o k a l i p s i s
ουλν	u l n
ίενίθ	i e n i θ
ήυριζα	i i ɾ i z a
φάρεψα	f s a ɾ e p s a
καινοτομίεξ	c e n o t o m i e x
μωάμεω	m o a m e o
βηφιακών	v s i f i a k o n
ἀηδία	a i ð i a
ίεθαμένη	i e θ a m e n i
ξαθμολογημένο	k a θ m o l o ʝ i m e n o
πωτογράφισα	p o t o ɣ r a f i s a
ισεβης	i s e v i s
ωακλάνα	o a k l a n a
ξαντάζομαι	k a n d a z o m e
τεριέγραψα	t e ɾ i e ɣ r a p s a
φλαμμένου	f l a m e n u
κοκκινίζα	k o c i n i z a
ἀακετάρω	a a c e t a ɾ o
έφτασν	e f t a s n
φναλύω	f n a l i o
κρεμασμένέ	k r e m a z m e n e
ωηφοφορία	o s i f o f o ɾ i a
έχομή	e x o m i
γλυφάδα	ɣ l i f a ð a
κωσταντίνοῶ	k o s t a n d i n o o
σσορροπία	s s o̞ r o̞ p i a
νεοζηλανδύ	n e o z i l a n ð u
ζαντρεμένων	z a n d ɾ e m e n o n
ἐύουν	e i u n
βτου	v t u
βέλω	v e l o
θπαραδέκτως	θ p a ɾ a ð e k t o s
κλανιέ	k l a ɲ e
κουκουλοφόροϊ	k u k u l o f o ɾ o i
μεταφραστώό	m e t a f ɾ a s t o o
θέρας	θ e ɾ a s
δωρούς	ð o ɾ u s
χαραμίζν	x a ɾ a m i z n
δπομονώσεις	ð p o m o n o s i s
ηασανιστήριο	i a s a n i s t i ɾ i o
ρόγί	r o ɣ i
ίσαν	i s a n
τναφέρω	t n a f e ɾ o
ωλυσοδεμένο	o l i s o ð e m e n o
ζροκοπή	z ɾ o k o p i
θνατράπηκε	θ n a t ɾ a p i c e
αρχιφύλακας	a ɾ ç i f i l a k a s
νικήτριώ	n i c i t ɾ i o
αοικίλων	a i c i l o n
έδρχ	e ð ɾ x
ήπαγόρευση	i p a ɣ o r e f s i
ξαρετυμολογία	k a ɾ e t i m o l o ʝ i a
υλικιωμένους	i l i c i o m e n u s
κόρνώ	k o ɾ n o
ντεντέκτιλ	d e d e k t i l
πτερήσεων	p t e ɾ i s e o n
τπελπισμένοι	t p e l p i z m e n i
έζησαα	e z i s a a
μορφέκ	m ɔ r f ɛ k
τνάπλι	t n a p l i
άποδεικνύω	a p o ð i k n i o
ἀφτί	a f t i
άκύρωσης	a c i ɾ o s i s
λντιάνα	l n d i a n a
κινεζοποίησχ	c i n e z o p i i s x
κρυμμένεό	k r i m e n e o
εισαγγελέαή	i s a ŋ ɟ e l e a i
τυμπρωταγωνιστές	t i m b ɾ o t a ɣ o n i s t e s
χόρεψαε	x o ɾ e p s a e
κοσμάκηϊ	k o z m a c i i
πλαμπάμα	p l a b a m a
ξαγηνεύθηκα	k a ʝ i n e f θ i k a
ηωκράτης	i o k ɾ a t i s
ήαλιάτσος	i a ʎ a t s o s
δάσω	ð a s o
φιώκω	f i o k o
χάμπουργκερ	x a m b u ɾ ŋ ɟ e ɾ
ήυλός	i v l o s
κώσταή	k o s t a i
ευσεβείαβ	e f s e v i a v
γκρεμόζ	ɡ r e m o z
δποκυήματα	ð p o c i i m a t a
μουνόψειρώ	m u n o p s i ɾ o
ηπασχολιέμαι	i p a s x o ʎ e m e
μυρωδιζ	m i ɾ o ð ʝ z
ψολύ	p o l i
υιαπλέω	i i a p l e o
ήροσγράφομε	i ɾ o z ɣ r a f o m e
ιουιζιάνα	i u i z i a n a
σναλογίστηκα	s n a l o ʝ i s t i k a
ισχύων	i s ç i o n
κουτσουλικ	k u t s u ʎ k
δαρακείμενος	ð a ɾ a c i m e n o s
ζύσουμε	z i s u m e
ροδιμ	ɾ o ð ʝ m
ίμαλιάδα	i m a ʎ a d a
ενορχηστρώσειλ	e n o ɾ ç i s t ɾ o s i l
σωνή	s o n i
γερόῶ	ʝ e ɾ o o
σευκώ	s e f k o
ξρωταθλήτρια	k ɾ o t a θ l i t ɾ i a
πωρός	p o ɾ o s
βαντουριού	v a n d u r ʝ u
ααππούς	a a p u s
εβραίς	e v ɾ e s
φωμιά	f s o m ɲ a
γιάννηπ	ʝ a n i p
ηυναναστρέφομαι	i i n a n a s t ɾ e f o m e
δημένων	ð s i m e n o n
τζένς	d z e n s
κρυμμένεώ	k r i m e n e o
βνοησία	v n o i s i a
φσχίο	f s ç i o
ευσεβούώ	e f s e v u o
ἀύργο	a i r ɣ o
μοιρασμένεμ	m i ɾ a z m e n e m
μπαρδόά	b a ɾ ð o a
άγανακτισμένους	a ɣ a n a k t i z m e n u s
επιδοκιμάζώ	e p i ð o c i m a z o
μαζικότατεύ	m a z i k o t a t e u
καριόληό	k a ɾ ʝ o l i o
ώδομάδα	o ð o m a ð a
ενορχήστρωσύ	e n o ɾ ç i s t ɾ o s u
ύποδείξεις	i p o ð i k s i s
ταθιάς	t a θ ç a s
οινόπνευμλ	i n o p n e v m l
φρωταθλητής	f ɾ o t a θ l i t i s
έπεισζ	e p i s z
ἀαπλώνω	a s a p l o n o
καθορίζπ	k a θ o ɾ i z p
μεγάλοή	m e ɣ a l o i
ήλακούντας	i l a k u n d a s
ίραχνιασμένη	i ɾ a x ɲ a z m e n i
ήτου	i t u
ειλημμένωη	i l i m e n o i
ααγωμένος	a a ɣ o m e n o s
ψνακοινώνω	p n a c i n o n o
ψνεύμα	p n e v m a
ιροχόσπιτο	i ɾ o x o s p i t o
ευχαριστμ	e f x a ɾ i s t m
γυαλώ	ʝ a l o
τζερτζελέλ	d z e ɾ d z e l e l
ορθόδοξμ	o ɾ θ o ð o k s m
υερασμένα	i e r a z m e n a
ηναγνωρισμένης	i n a ɣ n o r i z m e n i s
μαντεύς	m a n d e v s
ψποκλείω	p p o k l i o
εγγλέζλ	e ŋ ɡ l e z l
χιλιάδί	ç i ʎ a ð i
υηφοφορίας	i s i f o f o ɾ i a s
υρανκφούρτη	i r a ŋ k f u r t i
ζηφιακές	z s i f i a c e s
εγκατέλειψξ	e ŋ ɡ a t e l i p s x
γούσταρή	ɣ u s t a ɾ i
επανέφερβ	e p a n e f e ɾ v
ύσιμπούκι	i s i m b u c i
ίποδιαστολή	i p o ð i a s t o l i
ἀεριοδικά	a e r i o ð i k a
λσορροπία	l s o̞ r o̞ p i a
επαρχίεύ	e p a ɾ ç i e u
ώόφος	o s o f o s
ζαγηνεύθηκα	z a ʝ i n e f θ i k a
μοιρασμένεή	m i ɾ a z m e n e i
ίνδρος	i n ð ɾ o s
ήπορρίπτομαι	i p o ɾ i p t o m e
γύρού	ʝ i r o u
άάλαμε	a a l a m e
γλυκίσματϊ	ɣ l i c i z m a t i
οίκοχ	i k o x
μίσιγκαε	m i s i ɡ a e
ζωκράτης	z o k ɾ a t i s
ηαιριάζω	i e r ʝ a z o
εγγραφζ	e ŋ ɣ r a f z
κουτόθ	k u t o θ
ἀλυσοδεμένη	a l i s o ð e m e n i
σναμαλλιασμένα	s n a m a ʎ a z m e n a
ωυπάμαι	o i p a m e
ξαχυδακτυλουργός	k a ç i ð a k t i l u ɾ ɣ o s
καταιγίδων	k a t e ʝ i ð o n
κάλπκ	k a l p k
ώαραβάλομε	o a ɾ a v a l o m e
κοιτάζώ	c i t a z o
ωγανακτισμένος	o ɣ a n a k t i z m e n o s
φδη	f ð i
δρελή	ð r e l i
τυμπολεμιστής	t i m b o l e m i s t i s
άυμπλέω	a i m b l e o
πντιπροσωπεύω	p n d i p ɾ o s o p e v o
ακουσα	a k u s a
λνάδοχος	l n a ð o x o s
ωναφέρουμε	o n a f e ɾ u m e
αιημείφθη	a i i m i f θ i
ευθυμίή	e f θ i m i i
βυντρίφθηκε	v i n d r i f θ i c e
ζέταρτο	z e t a ɾ t o
ίριμμένα	i r i m e n a
λγίου	l ʝ i u
ουδαμοή	u ð a m i
βασοκ	v a s o k
ψνάθεμα	p n a θ e m a
ἀναμαλλιασμένα	a n a m a ʎ a z m e n a
χρονια	x r o ɲ a
χειρότεροα	ç i ɾ o t e ɾ o a
ίάληρο	i a l i ɾ o
έψαξέ	e p s a k s e
σνεπηρέαστος	s n e p i ɾ e a s t o s
οφθαλμόή	o f θ a l m o i
ἀημένων	a s i m e n o n
βρχικώς	v r ç i k o s
ωκολασία	o k ɔ l a s i a
ήπασχολημένα	i p a s x o l i m e n a
αέχτηκα	a e x t i k a
αάρβαρος	a a r v a r o s
ἐαίμονας	e ɛ m ɔ n a s
έραψώ	e ɾ a p s o
ίλυσοδεμένη	i l i s o ð e m e n i
εκβιασμόέ	e ɡ v i a z m o e
καλοκαιριάτικώ	k a l o c e ɾ ʝ a t i k o
λροκοπή	l ɾ o k o p i
ώαρελθούσα	o a r e l θ u s a
ροδικ	ɾ o ð ʝ k
ίαντορίνη	i a n d o ɾ i n i
ἀαγκοσμιοποίηση	a a ŋ ɡ o z m i o p i i s i
ζέρνω	z e r n o
ίκρεοφαγία	i k ɾ e o f a ʝ i a
κεριῶ	c e r ʝ o
οδούζ	o ð u z
ἐοφία	e o f i a
λπορρίπτω	l p o ɾ i p t o
απόκρουσα	a p o k r u s a
ηολιοφθορά	i o ʎ o f o ɾ a
άεολειχία	a e o l i ç i a
ιουλάρι	i u l a ɾ i
ίαλτάρισα	i a l t a ɾ i s a
σπέρ	s p e r
γάμζ	ɣ a m z
πεθερός	p e θ e ɾ o s
ήερμοκρασία	i ɛ ɾ m ɔ k ɾ a s i a
κυνηγημένοή	c i n i ʝ i m e n o i
γεωγραφίαζ	ʝ e o ɣ r a f i a z
ίληροφορική	i l i r o f o r i c i
ήεριγράφουμε	i e ɾ i ɣ r a f u m e
ολόφωτουύ	o l o f o t u u
ανεύμα	a n e v m a
λρκτος	l ɾ k t o s
ἀομφόλυγα	a o ɱ f o l i ɣ a
ξεωρώ	k e o r o
σλυσίδα	s l i s i ð a
ἐντιπροσωπεύω	e n d i p ɾ o s o p e v o
ώουλιάζω	o u ʎ a z o
θρικόλακας	θ ɾ i k o l a k a s
υκάνδαλο	i k a n ð a l o
ησακωνικός	i s a k o n i k o s
επαναφέρουμω	e p a n a f e ɾ u m o
ιοδαρίλα	i o ð a ɾ i l a
ἐπόρριψα	e p o ɾ i p s a
ευσεβώα	e f s e v o a
ιίγουρος	i i ɣ u ɾ o s
ήημάδια	i i m a ð ʝ a
δσίτσα	ð s i t s a
ξπολογίζουμε	k p o l o ʝ i z u m e
εξαλείφομαι	e k s a l i f o m e
μέσέ	m e s e
προηγουμένων	p r o i ɣ u m e n o n
υσίτσα	i s i t s a
χαλίφηζ	x a l i f i z
εαυτός	e a f t o s
σκληρή	s k l i r i
θυνετρίβη	θ i n e t ɾ i v i
έλκουμῶ	e l k u m o
φαρελθούσης	f a r e l θ u s i s
λασάκι	l a s a c i
μητέρό	m i t e r o
ερχόμενηέ	e r x o m e n i e
φουτάνα	f u t a n a
μύκονομ	m i k o n o m
βοπός	v o p o s
ξυσανάγνωστος	k i s a n a ɣ n o s t o s
βηλεθεατής	v i l e θ e a t i s
κίτρο	c i t ɾ o
κυρογενιν	c i r o ʝ e ɲ n
ἐκυρώνω	e c i ɾ o n o
θεαματικότητα	θ e a m a t i k o t i t a
φξιοσημείωτη	f k s i o s i m i o t i
κομεντε	k o m e d e
σοφή	s o f i
επιστρέφό	e p i s t ɾ e f o
εθνάρχεμ	e θ n a r ç e m
ηαύμασα	i a v m a s a
