höfuðborgarsvæðié	h œː v ʏ θ p ɔ r k a r s v a iː ð ɪ ː
rjómaís	r j o uː m a iː s
æon	a ɔː n
æáðabrugg	a a uː ð a p r ʏ kː
tsbjörn	tː s p j œ r t n
þerðaáætlun	θ ɛ r ð a a uː a i h t l ʏ n
hlaupý	l̥ ø yː p ː
wýyrðasmíð	v iː ɪ r ð a s m iː ð
áréf	a r j ɛː v
testun	t ɛ s t ʏ n
biðla	p ɪ ð l a
wilji	v ɪ l j ɪ
hvalkjöa	xʷ a l cʰ œː a
vrýsta	v r i s t a
borri	p ɔ rː ɪ
fóka	f o uː k a
zilji	s ɪ l j ɪ
funni	f ʏ nː ɪ
rogi	rʰ ɔː j ɪ
öagnea	œ a k n ɛː a
nöluverður	nʰ œː l ʏ v ɛ r ð ʏ r
tiðurlæging	t ɪː ð ʏ r l a iː j i ŋ k
dtjórnmál	t t j o u r t n m a uː l
éestari	j ɛ s t aː r ɪ
ingð	i ɲ c ð
bónus	p o uː n ʏ s
hagr	h aː ɣ r
öögga	œ œ kː a
narís	nʰ aː r iː s
zvæla	s v a iː l a
sólivía	s o uː l ɪ v iː j a
ýreki	i r ɛː c ɪ
óókstafur	o o uː k s t aː v ʏ r
warkárni	v a r̥ kʰ a u r t n ɪ
tlæði	t l a iː ð ɪ
mrykkja	m r ɪ h c a
éanska	j a n s k a
geirh	c e iː r t
barka	p a r̥ k a
biggi	p ɪ cː ɪ
wynta	vʰ ɪ n̥ t a
rigurðsson	r ɪː ɣ ʏ r ð s s ɔː n
hespo	h ɛ s p ː
ýey	i e iː
grennp	k r ɛ n p
eistlany	e i s t l a n ː
yeiftur	ɪ e i f t ʏ r
áækla	aʰ a i h k l a
vátækur	v a uː tʰ a iː k ʏ r
ýpeki	i p ɛː c ɪ
zátækur	s a uː tʰ a iː k ʏ r
vínus	v iː n ʏ s
kveðskapud	kʰ v ɛ ð s k aː p ʏ t
áorvaldur	a ɔ r v a l t ʏ r
dtæla	t t a iː l a
rómur	rʰ o uː m ʏ r
kroö	kʰ r ɔː ø
mráttarvél	m r a u h t a r v j ɛː l
lreytilegur	l r e iː t ɪ l ɛː ɣ ʏ r
kafö	kʰ aː v ø
pustikus	p ʏ s t ɪ kʰ ʏ s
trjósemi	t r j o uː s ɛː m ɪ
onjall	ɔ t n j a t l
íota	i ɔː t a
íþarflega	i uː θ a r v l ɛː ɣ a
íkordýr	i k ɔ r t iː r
hindrb	h ɪ n t r p
srasilía	s r aː s ɪ l iː j a
úetni	u ɛ h t n ɪ
oálverk	ɔ a u l v ɛ r̥ k
yýting	ɪ iː t i ŋ k
einfaldub	e i n f a l t ʏ p
alæ	aː l ː
forg	fʰ ɔ r k
nræða	n r a iː ð a
okot	ɔ k ɔː t
hópua	h o uː p ʏ a
klaustuó	kʰ l ø y s t ʏ ː
þauði	θ ø yː ð ɪ
tdd	t tː
úramvinda	u r a m v ɪ n t a
mísa	m iː s a
ýöller	i œ lː ɛ r
ókref	o k r ɛː v
askh	a s k t
jökkull	j œ h k ʏ t l
höfuðborgarsvæðió	h œː v ʏ θ p ɔ r k a r s v a iː ð ɪ ː
wóa	v o uː a
holluá	h ɔ t l ʏ ː
ilme	ɪ l m ː
zeiðari	s e iː ð aː r ɪ
ylað	ɪ l aː ð
éonur	j ɔː n ʏ r
yjúka	ɪ j uː k a
dorskot	t ɔ r̥ s k ɔː t
gluggb	k l ʏ cː p
vistúlka	v ɪː s tʰ u l̥ k a
morðdahl	m ɔ r ð t aː l
ývo	i v ɔː
sólbað	s o u l p aː ð
zágranni	s a uː k r a nː ɪ
kúky	kʰ uː k ː
éauður	j ø yː ð ʏ r
opergilkál	ɔ p ɛ r c ɪ l kʰ a uː l
úangi	uʰ a u ɲ c ɪ
úár	u a uː r
hengjk	h e i ɲ c k
hljóðfærð	l̥ j o u ð f a iː r ð
veif	v e iː v
hádegð	h a uː t e iː j ð
nugur	nʰ ʏː ɣ ʏ r
jamvinna	j a m v ɪ nː a
hrolluð	r̥ ɔ t l ʏ ð
nannasiður	n a nː a s ɪː ð ʏ r
bakuggi	p aː k ʏ cː ɪ
ötyrja	œ t ɪ r j a
hettupeysh	h ɛ h t ʏ pʰ e iː s t
fómstóll	f o u m s t o u t l
zýsingarorð	s iː s i ŋ k aː r ɔ r ð
pirði	p ɪ r ð ɪ
græðgy	k r a i ð c ː
úamþykki	u a m θ ɪ h c ɪ
vríða	v r iː ð a
skref	s k r ɛː v
nóta	n o uː t a
tignir	t ɪ k n ɪ r
lirta	l ɪ r̥ t a
ýetersen	iʰ ɛː t ɛ r̥ s ɛ nː
jými	j iː m ɪ
minnbogi	m ɪ n p ɔ j ɪ
öils	œʰ ɪ l s
díðni	tʰ i ð n ɪ
díst	t i s t
aðstoðarforstjóré	a ð s t ɔː ð a r f ɔ r̥ s t j o uː r ː
zögga	s œ kː a
hlero	l̥ ɛː r ː
íorð	i ɔ r ð
aðgætne	a ð c a i h t n ː
ildu	ɪ l t ʏ
óykt	o ɪ x t
arnak	a r t n aː k
lík	l iː k
æsdís	a uː s t iː s
garðyrkjr	k a r ð ɪ r̥ c r
ýerja	i ɛ r j a
fjölbreytni	f j œ l p r e i h t n ɪ
vmis	vː m ɪ s
ildy	ɪ l t ː
sorvöð	s ɔ r v œː ð
gefx	c ɛː v s
tannig	t a nː ɪ ɣ
kafó	kʰ aː v ː
hrygna	r̥ ɪ k n a
jlís	j l iː s
æjóstillífun	a j o uː s t ɪ l l iː v ʏ n
innganga	ɪ nː k a u ŋ k a
oíkna	ɔ i h k n a
ökjálfti	œ c a u l̥ t ɪ
grýle	k r iː l ː
hringlagi	r̥ i ŋ k l aː ɣ ɪ
öorgunn	œ ɔ r k ʏ nː
ntaðall	n t aː ð a t l
drussel	t r ʏ sː ɛ l
rundur	r ʏ n t ʏ r
garðyrkjð	k a r ð ɪ r̥ c ð
þekur	θ ɛː k ʏ r
guli	k ʏ t ɪ
þjóðskáld	θ j o u ð s k a u l t
prúður	p r uː ð ʏ r
heimavinnö	h e iː m a v ɪ nː ø
úrjálæði	u r j a uː l a iː ð ɪ
öátækur	œ a uː tʰ a iː k ʏ r
öáð	œ a uː ð
oeðgin	ɔ ɛ ð c ɪː n
slog	s l ɔː ɣ
rót	r o uː t
zarðfræði	s a r ð f r a iː ð ɪ
jorðmaður	j ɔ r ð m aː ð ʏ r
tölvi	t œ l v ɪ
ýilltur	i ɪ l̥ t ʏ r
tellibylur	t ɛ t l ɪ p ɪː l ʏ r
ýrettán	i r ɛ h t a uː n
klaré	kʰ l aː r ː
klæðæ	kʰ l a iː ð ː
höfðingæ	h œ v ð i ɲ c ː
ekte	ɛ x t ː
kallæ	kʰ a t l ː
ftykkja	f t ɪ h c a
greinilegk	k r e iː n ɪ l ɛː ɣ k
ókaut	o k ø yː t
lengja	lʰ e i ɲ c a
þinátta	θ ɪː n a u h t a
yregða	ɪ r ɛ ɣ ð a
nölur	n œː l ʏ r
énúður	j t n uː ð ʏ r
pparnaður	p p a r t n aː ð ʏ r
bjarstýring	p j a r̥ s t iː r i ŋ k
hvína	xʷ iː n a
æóður	a o uː ð ʏ r
zpnun	s h p n ʏ n
úæðgur	u a i ð k ʏ r
kjör	cʰ œː r
ærengur	a r e i ŋ k ʏ r
wis	v ɪː s
pylja	p ɪ l j a
greié	k r e iː ː
bag	p aː ɣ
úeikistjarna	u e iː c ɪ s t j a r t n a
ýæðing	i a iː ð i ŋ k
haardi	h ɔ r t ɛɪ
újöggi	u j œ cː ɪ
kristjanæ	k r ɪ s t j aː n ː
yifrildi	ɪ ɪ v r ɪ l t ɪ
þtofnun	θ t ɔ p n ʏ n
pinur	p ɪː n ʏ r
áotna	a ɔ h t n a
hraðbrauu	r̥ a ð p r ø yː ʏ
einræðó	e i n r a iː ð ː
tífl	t i p l
rorgerður	r ɔ r c ɛ r ð ʏ r
zaraldur	s aː r a l t ʏ r
jjálfa	j j a u l v a
fóta	f o uː t a
ælogaveiki	a l ɔː ɣ a v e iː c ɪ
hreindýó	r̥ e i n t iː ː
innihale	ɪ nː ɪ h a l ː
oeningur	ɔʰ ɛː n i ŋ k ʏ r
ékósmiður	j k o uː s m ɪː ð ʏ r
mudda	m ʏ tː a
prentsmiðja	pʰ r ɛ n̥ t s m ɪ ð j a
hlutd	l̥ ʏː t t
pitgerð	p ɪː t c ɛ r ð
oamb	ɔ a m p
óegð	o ɛ ɣ ð
klæðý	kʰ l a iː ð ː
þekkur	θ ɛ h k ʏ r
hóteý	h o uː t ɛ ː
kappu	kʰ a h p ʏ
jlast	jʰ l a s t
paust	p ø y s t
harður	h a r ð ʏ r
ækær	a c a iː r
shugi	s uː h ʏ j ɪ
ýfirráð	iː v ɪ r r a uː ð
zsa	s iː s a
orauka	ɔ r ø yː k a
hávaðd	h a uː v aː ð t
uppsalip	ʏ h p s aː l ɪ p
yarðarber	ɪ a r ð a r p ɛː r
bitja	p ɪː t j a
éteinn	j t e i t n
atvip	aː t v ɪː p
yapa	ɪʰ aː p a
árumvarp	a r ʏ m v a r̥ p
oylgi	ɔ ɪ l c ɪ
öaðkar	œ a ð kʰ aː r
uppl	ʏ h p l
fölur	f œː l ʏ r
vif	v ɪː v
nkil	n c ɪː l
öelja	œʰ ɛ l j a
falkostur	f a l kʰ ɔ s t ʏ r
hæfö	h a iː v ø
konungleguö	kʰ ɔː n u ŋ k l ɛː ɣ ʏ ø
æafra	a a v r a
guft	k ʏː v t
hrúgp	r̥ uː p
heyjp	h e iː j p
úundi	u ʏ n t ɪ
ýita	i ɪː t a
óuga	o ʏː ɣ a
syngja	s i ɲ c a
yengd	ɪ e i ŋ k t
hrækjk	r̥ a iː c k
nmynd	nː m ɪ n t
böngur	p ø y ŋ k ʏ r
hænx	h a iː n s
eymundub	e iː m ʏ n t ʏ p
endb	ɛ n t p
zeitiland	s e iː t ɪ l a n t
úhorlacius	uʰ ɔ r l a s iː j ʏ s
ýlgeirína	i l c e iː r iː n a
rjóðerni	r j o uː ð ɛ r t n ɪ
lið	l ɪː ð
zögreglustöð	s œ ɣ r ɛ k l ʏ s t œː ð
reysla	r e i s t l a
fauðsynlegur	f ø y ð s ɪ n l ɛː ɣ ʏ r
farón	f aː r o uː n
eiginleiká	e iː j ɪ n l e iː c ː
éaginn	j a iː j ɪ nː
wálning	v a u l n i ŋ k
þaddblær	θ a tː p l a iː r
sjónusta	s j o uː n ʏ s t a
nega	n ɛː ɣ a
anno	a nː ː
hittnd	h ɪ h t n t
lvitna	l v ɪ h t n a
glugga	k l ʏ cː a
mjótur	m j o uː t ʏ r
aumingl	ø yː m i ɲ c l
heiðnu	h e i ð n ʏ
afgreiðb	a v k r e iː ð p
nrenna	n r ɛ nː a
eldt	ɛ l t t
beðgar	p ɛ ð k a r
wátækt	v a uː tʰ a i x t
vvöl	v v œː l
verkja	v ɛ r̥ c a
ílfadrottning	i u l v a t r ɔ h t n i ŋ k
hræsnaré	r̥ a i s t n a r ː
ptýri	p t iː r ɪ
rkýr	r c iː r
slanta	sʰ l a n̥ t a
nauðgun	n ø y ð k ʏ n
útökk	u t œ h k
óyndga	o ɪ n t k a
æoffi	a ɔ fː ɪ
faki	f aː c ɪ
vunni	v ʏ nː ɪ
hljótæ	l̥ j o uː t ː
wæjarstjóri	v a iː j a r s t j o uː r ɪ
þýr	θ iː r̥
randsvala	r a n t s v aː l a
jauga	j ø yː ɣ a
tarxismi	t a r̥ k s ɪ s m ɪ
éöskun	j œ s k ʏ n
kinö	cʰ ɪ n ø
orúr	ɔ r uː r
úkemmtilegur	u k ɛ m̥ t ɪ l ɛː ɣ ʏ r
mok	m ɔː k
hirðð	h ɪ r ð ð
tætlun	t uː a i h t l ʏ n
kvittun	kʰ v ɪ h t ʏ n
tæta	tʰ a iː t a
róðir	r o uː ð ɪ r
kafno	kʰ a p n ː
kryddd	kʰ r ɪ tː t
íottó	i ɔ h t o uː
warðarber	v a r ð a r p ɛː r
ziltekt	sʰ ɪː l tʰ ɛ x t
oópa	ɔ o uː p a
fórhallur	f o uː r h a t l ʏ r
bauga	p ø yː ɣ a
érengur	j r e i ŋ k ʏ r
nagnús	n a k n uː s
vkot	v k ɔː t
efnafræðp	ɛ p n a f r a iː ð p
ylækja	ɪ l a iː c a
wlissa	v l ɪ sː a
hiá	h ɪː ː
íveinn	i v e i t n
prangur	p uː r a u ŋ k ʏ r
hræðilegó	r̥ a iː ð ɪ l ɛː ɣ ː
aumingu	ø yː m i ɲ c ʏ
zöt	s œː t
ýortna	i ɔ r̥ t n a
fagnfræðingur	f a k n f r a iː ð i ŋ k ʏ r
úóttaka	u o uː t tʰ aː k a
æerilskrá	a ɛː r ɪ l s k r a uː
ýikið	i ɪː c ɪ ð
ýtundum	i t ʏ n t ʏ m
éengja	jʰ e i ɲ c a
oúlkur	ɔʰ u l̥ k ʏ r
ttíga	t t iː ɣ a
óæja	o a iː j a
óaust	o ø y s t
borðá	b ɔ r ð ː
éalat	j aː l aː t
oræla	ɔ r a iː l a
æinning	a ɪ nː i ŋ k
jípa	jʰ iː p a
sramkoma	s r a m kʰ ɔː m a
dassi	t a sː ɪ
zunnan	s ʏ nː a n
gloté	k l ɔ h ː
relma	rʰ ɛ l m a
tis	t ɪː s
hobbity	h ɔ pː ɪː t ː
sálfræði	s a u l f r aː i ð ɪ
trikk	tʰ r ɪ h k
hugmyndafræðp	h ʏ ɣ m ɪ n t a f r a iː ð p
æbyrgð	a uː p ɪ r ɣ ð
heiðnh	h e i ð n t
klúbbuh	kʰ l u pː ʏ t
ílóð	i l o uː ð
undré	ʏ n t r ː
zrýstilína	s r i s t ɪ l iː n a
öandsvæði	œ a n t s v a iː ð ɪ
ýandamæri	i a n t a m a iː r ɪ
sæstur	s a i s t ʏ r
zverja	s v ɛ r j a
fænska	f a i n s k a
gítaó	c iː tʰ aː ː
afp	aː v p
llundra	l l ʏ n t r a
hith	h ɪː t t
báttúra	p a u h t uː r a
orass	ɔ r a sː
líns	l i n s
ske	s c ɛː
dþekkt	t uː θ ɛ x t
kæb	cʰ a iː p
ts	tː s
yndi	ɪ n t ɪ
ájúpa	a j uː p a
fverra	f v ɛ rː a
lergmann	l ɛ r k m a nː
feikna	fʰ e i h k n a
vtjarna	v t j a r t n a
úýsing	u iː s i ŋ k
greiðslh	k r e i ð s t l t
rríða	r r iː ð a
heimsvaldastefnp	h e i m s v a l t a s t ɛ p n p
ýes	i ɛː s
vrófun	vʰ r o uː v ʏ n
ýjötur	i j œː t ʏ r
kveikjd	kʰ v e iː c t
évallt	j uː v a l̥ t
ourkni	ɔ ʏ r̥ k n ɪ
oelaskóli	ɔ ɛː l a s k o uː l ɪ
yerkur	ɪ ɛ r̥ k ʏ r
áolli	aʰ ɔ lː ɪ
ökoða	œ k ɔː ð a
ytærðfræði	ɪ t a i r ð f r a iː ð ɪ
úýðræðisríki	u i ð r a iː ð ɪ s r iː c ɪ
jryggvi	jʰ r ɪ k v ɪ
giskd	c ɪ s k t
þagnfræðingur	θ a k n f r a iː ð i ŋ k ʏ r
ýýpi	i iː p ɪ
jylgja	j ɪ l c a
ætyrkur	a t ɪ r̥ k ʏ r
nambakjöt	n a m p a cʰ œː t
zeirihluti	s e iː r ɪ l̥ ʏː t ɪ
eiðuæ	e iː ð ʏ ː
hryndb	r̥ ɪ n t p
weðan	v ɛː ð a n
einstaklinguö	e i n s t a k l i ŋ k ʏ ø
zagskrá	s a x s k r a uː
kólnö	kʰ o u l n ø
garðuh	k a r ð ʏ t
hátternö	h a u h t ɛ r t n ø
neikistjarna	n e iː c ɪ s t j a r t n a
éórnarlamb	j o u r t n a r l a m p
joga	j ɔː ɣ a
óyrkur	o ɪ r̥ k ʏ r
zkjálfti	s c a u l̥ t ɪ
ítress	i t r ɛ sː
íefna	i ɛ p n a
éjálki	j j a u l̥ k ɪ
höfrungur	h œ v r u ŋ k ʏ r
zortna	s ɔ r̥ t n a
ypenna	ɪ p ɛ nː a
yorsteinn	ɪ ɔ r̥ s t e i t n
simleikar	s ɪ m l e iː k a r
jjólkurkýr	j j o u l̥ k ʏ r cʰ iː r
lólarlag	l o uː l a r l aː ɣ
zumba	s ʏ m p a
övenna	œʰ v ɛ nː a
yinnbogi	ɪ ɪ n p ɔ j ɪ
ælægur	a l a iː ɣ ʏ r
eyjafjallajökulý	e iː j a f j a t l a j œː k ʏ t ː
bokk	p ɔ h k
erfiðk	ɛ r v ɪː ð k
dorsjá	t ɔ r̥ s j a uː
ýýrka	i i r̥ k a
éjörg	j j œ r k
bkíta	p c iː t a
zteinunn	s t e iː n ʏ nː
æánudagur	a a uː n ʏ t aː ɣ ʏ r
kólná	kʰ o u l n ː
þræðsla	θ r a i ð s t l a
úerðamaður	u ɛ r ð a m aː ð ʏ r
fítill	f iː t ɪ t l
dmekklegur	t m ɛ h k l ɛː ɣ ʏ r
vlanga	v t l a u ŋ k a
átunda	a t ʏ n t a
náránlegur	n a uː r a u n l ɛː ɣ ʏ r
þfurhetja	θː v ʏ r h ɛː t j a
gufu	k ʏː v ʏ
dköp	t k œː p
rtbreiða	rː t p r e iː ð a
nkán	n k a uː n
oleirtala	ɔ l e i r̥ t aː l a
zólsetur	s o u l s ɛː t ʏ r
aðdráttarafæ	a ð t r a u h t a r a p ː
ólöf	o uː l œː v
tói	t o uː ɪ
bðruvísi	p ð r ʏ v iː s ɪ
uppspunb	ʏ h p s p ʏː n p
árái	a r a uː ɪ
neir	n e iː r
hende	h ɛ n t ː
ókissa	o c ɪ sː a
farla	f a r t l a
úogi	uʰ ɔː j ɪ
dvanur	t v aː n ʏ r
átbreiða	aː t p r e iː ð a
úalkostur	u a l kʰ ɔ s t ʏ r
fómur	f o uː m ʏ r
hefu	h ɛ v ʏ
gæludýr	c a iː l ʏ t iː r
öögreglustöð	œ œ ɣ r ɛ k l ʏ s t œː ð
írka	i r̥ k a
jlessun	j l ɛ sː ʏ n
losi	lʰ ɔː s ɪ
köggulú	kʰ œ kː ʏ t ː
soppa	s ɔ h p a
órósenta	oʰ r o uː s ɛ n̥ t a
lkotvopn	l k ɔː t v ɔ h p n
lól	lʰ o uː l
smis	sː m ɪ s
augljóslegt	ø y ɣ l j o uː s l ɛː ɣ t
jamband	j a m p a n t
bumba	p ʏ m p a
eldstæða	ɛ l t s t a iː ð a
hitu	h ɪː t ʏ
lífrænn	l i v r a i t n
pendúll	pʰ ɛ n t ʏ t l
úylgifiskur	u ɪ l c ɪ f ɪ s k ʏ r
augnablia	ø y k n a p l ɪː a
áóun	a o uː ʏ n
dlibbi	t l ɪ pː ɪ
þorvitni	θ ɔ r v ɪ h t n ɪ
latskeið	l aː t s c e iː ð
sinna	sʰ ɪ nː a
híbýlh	h iː p iː l t
dðri	t i ð r ɪ
ragsetning	r a x s ɛ h t n i ŋ k
bparka	p p a r̥ k a
ávaf	a v aː v
úeyndarmál	u e i n t a r m a uː l
wverja	v v ɛ r j a
zagl	sʰ a k l
yrengja	ɪ r e i ɲ c a
óeikvangur	o e iː k v a u ŋ k ʏ r
niðeyra	n ɪː ð e iː r a
ansú	a n s ː
nrykkur	n r ɪ h k ʏ r
hindri	h ɪ n t r ɪ
æögmaður	a œ ɣ m aː ð ʏ r
wranska	v r a n s k a
bórnarlamb	p o u r t n a r l a m p
jeikna	jʰ e i h k n a
þrð	θ r ð
armbanð	a r m p a n ð
wlanda	v l a n t a
hrífo	r̥ iː v ː
yólon	ɪ o uː l ɔ n
wakstur	v a x s t ʏ r
þjandi	θ j a n t ɪ
zorg	s ɔ r k
æflog	a uː f l ɔː ɣ
óeynsla	o e i n s t l a
öjöllaufungur	œ j œ l l ø yː v u ŋ k ʏ r
mamband	m a m p a n t
íendinn	i ɛ n t ɪ nː
élátra	j t l a uː t r a
óíffræði	o i f f r a iː ð ɪ
wíkna	v i h k n a
launahækkun	l ø yː n a h a i h k ʏ n
warnalæknir	v a r t n a l a i h k n ɪ r
öohnsen	œ o u n s ɛː nː
jeyða	j e iː ð a
rils	rʰ ɪ l s
éelja	jʰ ɛ l j a
aðstoðarforstjórr	a ð s t ɔː ð a r f ɔ r̥ s t j o uː r r
vú	v uː
mottur	mʰ ɔ h t ʏ r
staða	s t aː ð a
kjassd	cʰ a sː t
uppspune	ʏ h p s p ʏː n ː
éiskup	j ɪ s k ʏ p
æsa	aː s a
armuy	a r m ʏ ː
hobbitt	h ɔ pː ɪː t t
pótbára	p o uː t p a uː r a
remball	r ɛ m p a t l
grýly	k r iː l ː
loga	l ɔː ɣ a
einar	e iː n a r
lesa	l ɛː s a
núls	nʰ u l s
öefur	œ ɛː v ʏ r
únykur	u n ɪː k ʏ r
djór	t j o uː r
sjóst	s j o uː s t
pínus	p iː n ʏ s
toktor	t ɔ x t ɔ r
klíka	kʰ l iː k a
zeigja	s e iː j a
ynykur	ɪ n ɪː k ʏ r
inngrit	ɪ nː k r ɪː t
íaus	i ø yː s
vinnihluti	v ɪ nː ɪ l̥ ʏː t ɪ
mlugslóði	m l ʏ x s t l o uː ð ɪ
tkeið	t c e iː ð
áambland	a a m p l a n t
fkjóta	f c o uː t a
rkortur	r k ɔ r̥ t ʏ r
worfi	vʰ ɔ r v ɪ
joppa	j ɔ h p a
vaugakerfi	vʰ ø yː ɣ a cʰ ɛ r v ɪ
oröll	ɔʰ r œ t l
glóe	k l o uː ː
aðstoý	a ð s t ɔː ː
glóæ	k l o uː ː
akð	aː k ð
kringumstæðuh	kʰ r i ŋ k ʏ m s t a iː ð ʏ t
dnerta	t n ɛ r̥ t a
aumingú	ø yː m i ɲ c ː
fkápur	f k a uː p ʏ r
móhanna	m o uː h a nː a
glæpué	k l a iː p ʏ ː
þddur	θ tː ʏ r
ltæla	l t a iː l a
geié	k e iː ː
tyf	t ɪː v
borræna	p ɔ r r a iː n a
otella	ɔ t ɛ lː a
undut	ʏ n t ʏ t
oddur	ɔ tː ʏ r
heitue	h e iː t ʏ ː
áaul	a ø yː l
ppna	p h p n a
pjá	pʰ j a uː
daus	t ø yː s
óitur	o ɪː t ʏ r
plokkur	p l ɔ h k ʏ r
flog	f l ɔː ɣ
orasilía	ɔ r aː s ɪ l iː j a
kvíðt	kʰ v iː ð t
nundur	n ʏ n t ʏ r
jakedónía	j aː kʰ ɛː t o uː n iː j a
sóttaka	s o uː t tʰ aː k a
seykja	s e iː c a
fonur	f ɔː n ʏ r
ótæla	o t a iː l a
húsfreyjö	h uː s f r e iː j ø
bætta	p a i h t a
wrna	v u r t n a
ýsókn	i uː s o u h k n
dot	t ɔː t
geisladiskub	c e i s t l a t ɪ s k ʏ p
endurvekjo	ɛ n t ʏ r v ɛː c ː
tpjót	t p j o uː t
fél	f j ɛː l
pegin	p e iː j ɪ n
vússland	v u s t l a n t
úraut	u r ø yː t
okemmta	ɔ c ɛ m̥ t a
ljálm	l j a u l m
újósmóðir	u j o uː s m o uː ð ɪ r
höfðingo	h œ v ð i ɲ c ː
opámaður	ɔ p a uː m aː ð ʏ r
darma	t a r m a
hengk	h e i ɲ c k
áegn	a ɛ k n
ökil	œ c ɪː l
eiginmaðué	e iː j ɪ n m aː ð ʏ ː
mræva	m r a iː v a
andúö	a n t uː ø
éerma	j ɛ r m a
austuy	ø y s t ʏ ː
úauf	u ø yː v
gjalö	c a l ø
rtofnun	r t ɔ p n ʏ n
otía	ɔ t iː j a
zarna	s a r t n a
hlutverá	l̥ ʏː t v ɛ r̥ ː
